video_id,publishedAt,channelId,channelTitle,title,description,duration_sec,viewCount,likeCount,commentCount,tags
XJKSPws8lVY,2023-10-12T16:21:28Z,UCRiWtBVOhosO4B_QSSMxSbA,Magen David Adom,מלחמת חרבות הברזל: היום הרביעי,"אל מול ירי טילים ומחבלים, אנו רצים ומצילים חיים. בדרום, בצפון, אזרחים וחיילים, מד""א מגיעים לכולם. צפו בסרטון הסיכום הקצר, ושתפו, כדי שכל העולם ידע. מדינת ישראל תחת מתקפה, ישראל צריכה מד""א חזק!  לתרומות לחצו כאן  https://www.mdais.org/donation",35,1289,25,2,מגן דוד אדום|החייאה|עזרה ראשונה|מירון|במקרה חירום חייגו 101|שומר החומות|אמבולנס|כוננים|תינוקות|הצלת חיים|דפיברילטור|ארגון ההצלה הלאומי
HmhkVfhleCU,2023-10-12T19:08:26Z,UCawNWlihdgaycQpO3zi-jYg,Israel Defense Forces,October 7th Massacre,"We will not forget the #October7Massacre.  ____________  Don’t forget to Like & Subscribe: https://youtube.com//IsraelDefenseForces  We are the IDF. Our purpose is to preserve the State of Israel, to protect its independence, and to stop its enemies from disrupting everyday life for Israel's citizens and residents.  For more IDF:  Web: http://www.idf.il/en Twitter: http://twitter.com/idf Facebook: http://www.facebook.com/idfonline Instagram: http://www.instagram.com/idf Tiktok: https://vm.tiktok.com/ZS9XAo81/ Linkedin: https://www.linkedin.com/company/israeldefenseforces Telegram: https://t.me/idfofficial Flickr: https://www.flickr.com/photos/idfonline/",21,445857,15231,1750,IDF Special Forces|Israel Defense System|Middle East|Zionism|Israel|Israel Defense Forces|Military|Army|Hatikva|Hatikvah|Israeli Defense Forces|IDF Soldiers|Tzahal|Tsahal|idf army|idf|middle east|israel national anthem|zionist|2023|War|At|Swords of Iron
g2t_9Ehx5Wc,2023-10-12T21:17:37Z,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,"Este fue el #ModusOperandi de Hamás contra civiles que vivían en Israel, cerca de Franja de Gaza","EL MODUS OPERANDI DE HAMÁS  El kibbutz de Be 'eri, situado a 2 kilómetros de la frontera con Gaza, fue uno de los primeros lugares atacados el sábado 7 de octubre por los terroristas de Hamás. Los milicianos llegaron en motos por la mañana y cometieron una auténtica matanza entre la población. Las víctimas fueron atacadas dentro de sus hogares y mientras circulaban en las calles. El siguiente video muestra cómo estos sujetos aventaron los cadáveres fuera del vehículo antes de robarlo y tiempo después regresaron para llevarse uno de los cuerpos.",60,3260545,46973,5013,
9gAWFJmArbY,2023-10-13T10:27:44Z,UCSuy9FX3hbbp6ioNQdsLd7A,ניצחתי ואנצח,מלחמת חרבות ברזל | ניצחתי ואנצח,"כולנו ביחד מאחדים את לבבות עם ישראל ""נחשוב על דבר אחד - עם ישראל מאוחד וחזק"" יצחק ישראל שמרון - ניצחתי ואנצח",35,206,8,0,
kaSi92ZxUeg,2023-10-13T10:28:51Z,UCSuy9FX3hbbp6ioNQdsLd7A,ניצחתי ואנצח,ניצחתי ואנצח | מלחמת חרבות ברזל,"כולנו ביחד מאחדים את לבבות עם ישראל ""נחשוב על דבר אחד - עם ישראל מאוחד וחזק"" יצחק ישראל שמרון - ניצחתי ואנצח",53,101,6,0,
4PfBAm5DAAM,2023-10-13T10:30:08Z,UCSuy9FX3hbbp6ioNQdsLd7A,ניצחתי ואנצח,הרבו תפילה בעם ישראל | מלחמת חרבות ברזל | ניצחתי ואנצח,"כולנו ביחד מאחדים את לבבות עם ישראל ""נחשוב על דבר אחד - עם ישראל מאוחד וחזק"" יצחק ישראל שמרון - ניצחתי ואנצח",20,66,6,0,
0-HNcx0nZMo,2023-10-13T11:22:11Z,UCqK-rs22RR_Rjefkc3dBRBA,ישי בר חדשות מהדקה,מלחמת חרבות ברזל,,6,52,1,0,
I9UNYOjPv4E,2023-10-13T12:19:39Z,UCz9OSteX2LF3uUUaKlgtODA,صانع  الإبداع ,مظاهرات شعبية حاشدة في مأرب اليمن نصرة لإخواننا الفلسطينيين ورفظاً لما يفعله الصهاينة من قصف على غزة,مظاهرات شعبية حاشدة في مأرب اليمن نصرة لإخواننا الفلسطينيين ورفظاً لما يفعله الصهاينة من قصف على غزة _ قناة  صانع الإبداع,31,5380,103,6,
2Qs6kdvprt0,2023-10-13T22:49:53Z,UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,Why People are Siding with Palestine,"It’s not as black and white as it seems  Check out my new channel with Sam Ellis - Search Party: https://youtube.com/@Search-Party  Get access to behind-the-scenes vlogs, my scripts, and extended interviews over at https://www.patreon.com/johnnyharris  Do you have an insider tip or unique information on a story? Do you have a suggestion for a story you want us to cover? Submit to the Tip Line: https://docs.google.com/forms/d/e/1FAIpQLSdpNs1ykIwd7KNkwntN897X_SX9hJ8WiTH_erlLU_bQp2GGLg/viewform?usp=sharing  I made a poster about maps - check it out: https://store.dftba.com/products/all-maps-are-wrong-poster  Custom Presets & LUTs [what we use]: https://store.dftba.com/products/johnny-iz-luts-and-presets  About:  Johnny Harris is an Emmy-winning independent journalist and contributor to the New York Times. Based in Washington, DC, Harris reports on interesting trends and stories domestically and around the globe, publishing to his audience of over 3.5 million on Youtube.  Harris produced and hosted the twice Emmy-nominated series Borders for Vox Media. His visual style blends motion graphics with cinematic videography to create content that explains complex issues in relatable ways.  - press -  NYTimes: https://www.nytimes.com/2021/11/09/opinion/democrats-blue-states-legislation.html NYTimes: https://www.nytimes.com/video/opinion/100000007358968/covid-pandemic-us-response.html Vox Borders: https://www.youtube.com/watch?v=hLrFyjGZ9NU NPR Planet Money: https://www.npr.org/transcripts/1072164745   - where to find me - Instagram: https://www.instagram.com/johnny.harris/ Tiktok: https://www.tiktok.com/@johnny.harris Facebook: https://www.facebook.com/JohnnyHarrisVox Iz's (my wife’s) channel: https://www.youtube.com/iz-harris  - how i make my videos - Tom Fox makes my music, work with him here: https://tfbeats.com/ I make maps using this AE Plugin: https://aescripts.com/geolayers/?aff=77 All the gear I use: https://www.izharris.com/gear-guide   - my courses -  Learn a language: https://brighttrip.com/course/language/ Visual storytelling: https://www.brighttrip.com/courses/visual-storytelling",50,7896316,307744,42460,Johnny Harris|Johnny Harris Vox|Vox Borders|Johnny Harris Vox Borders|Vox
8DKfeyUf_Gs,2023-10-14T10:40:25Z,UCphbO2iPyL4uUdoc57Tfk9g,Anima Mundi ,"The families of the kidnapped - bring them back today, משפחות החטופים מבקשות הצלה ושחרור מידי",,20,1763,23,2,
Q17ZymLEidc,2023-10-14T13:08:07Z,UCpfZqY4SGVhHxF8x4XMWNew,مصراوي Masrawy,مظاهرة حاشدة في لندن لدعم الفلسطينيين ضد العدوان الإسرائيلي على غزة,مظاهرة حاشدة في لندن لدعم الفلسطينيين ضد العدوان الإسرائيلي على غزة    المزيد من التفاصيل والفيديوهات اشترك في قناتنا علي اليوتيوب وتابعونا على الصفحات الرسميه مواقع التواصل الاجتماعي ↓↓↓↓ الصفحة الرسمية لمصراوي - أول وأكبر بوابة مصرية   تابعوا مصراوي على:  Official website : https://www.masrawy.com Official Facebook Page : https://www.facebook.com/Masrawy Official Twitter: https://twitter.com/masrawy  #مصراوي #طوفان_الأقصى #غزة #فلسطين #إسرائيل     Copyright © All Rights Reserved -Masrawy,12,76505,2183,76,
6V_yyvBE9Tc,2023-10-15T05:43:00Z,UCqK-rs22RR_Rjefkc3dBRBA,ישי בר חדשות מהדקה,אבו טבלה מלחמת חרבות ברזל,‏סרטון וידאו מ-d pilts,28,677,17,1,https://chat.whatsapp.com/FQRSAy6IfRLJHAsAP8lQY7
5TvpzlW_pxo,2023-10-15T17:00:05Z,UCS0lmlVIYVz2qeWlZ_ynIWg,AJ+ Español,¿Qué es Hamás? #shorts,"¿Qué es Hamás, el grupo que ha perpetrado ataques contra Israel?   Sé uno de nosotros y suscríbete en  https://goo.gl/mKwQwx   Síguenos en: https://www.instagram.com/ajplusespanol/ https://twitter.com/ajplusespanol www.facebook.com/ajplusespanol/  #gaza #palestina #Israel #guerraisrael #hamas #ajplusesp_short",58,393398,16561,3458,Aj+ espanol|noticias en mexico|ultimas noticias|noticias de hoy|noticias recientes|noticias al dia|UCS0lm|aj+|hamas|israel|gaza|palestina|guerra|israel gaza|nakba|¿Qué es Hamás?|israel palestina|estado de palestina|palestina e israel|israel vs palestina|palestina x israel
C3vOHh1d5EY,2023-10-16T09:54:09Z,UCtAxWQBd7R4gmNHMszTy9jA,אלמוג אלקסלסי,"להיות ישראלי- מלחמת חרבות ברזל תשע""ד",,75,18,0,0,
aMKPfs0FeXQ,2023-10-16T12:09:26Z,UCcNf1hLJTKK-uQ7jrBiaP_w,אליסף-elyasaf,"מלחמת ""חרבות ברזל"" - קבלת שבת לפלוגת לוחמי שריון במילואים",‏סרטון וידאו מ-אליסף,62,16934,502,87,
Q83Lf_OUa5c,2023-10-16T20:18:01Z,UCS6_E-29H4UAUgpNEKrO-aA,liraz roxy,זעקותיהם של הורי החטופים,,54,3031,110,0,
ujBFPKMQSlg,2023-10-16T20:43:27Z,UCLXo7UDZvByw2ixzpQCufnA,Vox,Where was the Israeli army on October 7 #shorts,"Subscribe to our channel and turn on notifications (🔔) so you don't miss any videos: http://goo.gl/0bsAjO  Vox is on a mission is to help everyone, regardless of income or status, understand our complicated world so that we can all help shape it. Part of that mission is keeping our work free.   You can help us do that by making a gift: http://www.vox.com/give-now  Watch our full video catalog: http://goo.gl/IZONyE Follow Vox on TikTok: http://tiktok.com/@voxdotcom Check out our articles: https://www.vox.com/ Listen to our podcasts: https://www.vox.com/podcasts",58,132695,3747,202,vox.com|vox|explain|Gaza|Netanyahu|Vox.com|explainer|hamas|idf|israel|israel-hamas|israeli army|occupation|gaza|Benjamin Netanyahu|west bank|The West Bank|palestinians|israelis|palestine|israeli settlements
P3Z2CGIyyo8,2023-10-17T09:53:32Z,UChkoIfnMDeLZ84hzJnEnYIA,הדר מוכתר,#בשבילך #ישראל #חיילים #צהל #חמאס #עזה #מלחמה #חטופים #מסיבה #דרום,,12,66277,2214,46,
N4jPJ4Vsdy8,2023-10-18T09:26:01Z,UC4oukU3tMC_g_1FVaWSyB_w,הרב נתן נחום | עורי צפון ,קידוש השם | הרב נתן נחום | מלחמת חרבות ברזל | 16.10.2023,חשוב לדעת יוטיוב לא יראה לכם את הסרטונים החדשים אלא אם תירשמו לערוץ  ולחצו על הפעמון  #הרב_נתן_נחום #ברסלב #עוריצפון #רבי_נחמן #חרבות ברזל,19,3808,148,3,הרב נתן נחום|כולל עורי צפון|הרב אליעזר ברלנד|הרב ברלנד|ברסלב נצח נצחים|ערוץ 318 הרב ברלנד|הרב שלום ארוש|הרב עופר ארז|הרב מאיר שלמה|ברסלב|רבי נחמן מברסלב|מלחמה|קידוש השם|חרבות ברזל|עכשיו 14|המסיבה
JUW5mkkSabI,2023-10-18T10:53:20Z,UCluYHPOASJx5L1jH8zMLRvA,"הָרַב רוֹעִי מִזְרָחִי, הֶעָרוּץ הָרִשְׁמִי",מלחמת חרבות ברזל מה יהיה בהמשך? מידת הפורענות הכתה בנו קשה!,"#קול_התורה_תפארת# שיעור_תורה# הרב_רועי_מזרחי שווה לעקב אחרינו 🤝  סרטון שיעור תורה קצר, חזק!  מוסדות דַּעַת קָנִיתָ ירושלים עיה""ק  רשת כוללים לאברכים הָרַב רוֹעִי מִזְרָחִי שליט""א https://www.youtube.com/channel/UCluYHPOASJx5L1jH8zMLRvA הָרַב רוֹעִי מִזְרָחִי, הֶעָרוּץ הָרִשְׁמִי https://youtube.com/@rabbiroymizrachi  פייסבוק https://www.facebook.com/HaravRoyMizrachi/",51,147937,636,10,
snRQ3-w_fhg,2023-10-18T14:49:04Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,“مرابطون حتى الإغاثة”.. مظاهرة في الجانب المصري من معبر رفح تطالب بإدخال المساعدات لأهالي قطاع غزة,تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب  👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live    لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔   ▼ موقع التلفزيون العربي ⟵ http://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv   #التلفزيون_العربي  #غزة  #طوفان_الأقصى  #كتائب_القسام  #عملية_طوفان_الأقصى #فلسطين  #القدس  #عاجل  #القسام   #أخبار_السودان #السودان_اليوم #الخرطوم_مباشر #السودان_مباشر #السودان_مباشر_الآن #الخرطوم_مباشر_الآن #أخبار_السودان_اليوم #السودان_مباشر_الآن #التلفزيون_العربي #شاهد #أخبار #عاجل #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي   #Alaraby #AlarabyTv_News #alarabyTV #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt ##cairo #saudi #UAE,16,617482,25919,2061,غزة|فلسطين|المقاومة|إسرائيل|حماس|تل أبيب|طوفان الأقصى|صواريخ|القدس|عاجل|العربي|alarabytv|صواريخ المقاومة|حركة الجهاد الإسلامي|المقاومة في غزة|فلسطين اليوم|عملية طوفان الأقصى|رام الله|الجهاد الإسلامي|أبو حمزة|أبو عبيدة|إسرائيل وفلسطين|الاحتلال الإسرائيلي|القسام|كتائب القسام|صواريخ القسام|مسيرات القسام|محمد الزواري|لبنان|حزب الله|المقاومة الفلسطينية|سرايا القدس|الجهاد الاسلامي|حي الرمال|سديروت|عسقلان
qj61z1bo7Ko,2023-10-18T15:01:11Z,UCRDrNeaGyqtZXoGlSrX6Gqw,יניב ואזאנא,איך לשחרר פחד בעקבות מלחמת חרבות ברזל,"טיפול לשחרור פחד - בשידור חי בזום   *מהו פחד ומה הנזק ההיקפי שלו ? *איך משחררים פחד בתרגול מנטלי  *סשן לשחרור פחד בשיטת EFT (טכניקה לשחרור רגשי)   הצטרפו לקבוצה לקבלת הלינק לסשן הטיפולי (מספר המקומות מוגבל ל 100)  https://chat.whatsapp.com/DD2DkHhznoa1IxXyQ7FMnh  טיפולים נוספים שיהיו: *איך עושים הגנות אנרגטיות וכיצד זה באמת עובד ? * טיפול הואופונופונו לניקוי רגשי, תודעתי , מנטלי ופיזי  *טיפול ביואנרגיה לחיזוק צאקרת הבסיס  *עבודה עם חותמת המלך שלמה להגנה ושמירה",72,52,1,0,פחד|טראומה|חרבות ברזל|EFT|טיפול
